Head,Body,Tags,First Answer
Graph for relationship between two ordinal variables,"
What is an appropriate graph to illustrate the relationship between two ordinal variables?
A few options I can think of:

Scatter plot with added random jitter to stop points hiding each other. Apparently a standard graphic - Minitab calls this an ""individual values plot"". In my opinion it may be misleading as it visually encourages a kind of linear interpolation between ordinal levels, as if the data were from an interval scale.
Scatter plot adapted so that size (area) of point represents frequency of that combination of levels, rather than drawing one point for each sampling unit. I have occasionally seen such plots in practice. They can be hard to read, but the points lie on a regularly-spaced lattice which somewhat overcomes the criticism of the jittered scatter plot that it visually ""intervalises"" the data.
Particularly if one of the variables is treated as dependent, a box plot grouped by the levels of the independent variable. Likely to look terrible if the number of levels of the dependent variable is not sufficiently high (very ""flat"" with missing whiskers or even worse collapsed quartiles which makes visual identification of median impossible), but at least draws attention to median and quartiles which are relevant descriptive statistics for an ordinal variable.
Table of values or blank grid of cells with heat map to indicate frequency. Visually different but conceptually similar to the scatter plot with point area showing frequency.

Are there other ideas, or thoughts on which plots are preferable? Are there any fields of research in which certain ordinal-vs-ordinal plots are regarded as standard? (I seem to recall frequency heatmap being widespread in genomics but suspect that is more often for nominal-vs-nominal.) Suggestions for a good standard reference would also be very welcome, I am guessing something from Agresti.
If anyone wants to illustrate with a plot, R code for bogus sample data follows.
""How important is exercise to you?"" 1 = not at all important, 2 = somewhat unimportant, 3 = neither important nor unimportant, 4 = somewhat important, 5 = very important.
""How regularly do you take a run of 10 minutes or longer?"" 1 = never, 2 = less than once per fortnight, 3 = once every one or two weeks, 4 = two or three times per week, 5 = four or more times per week.
If it  would be natural to treat ""often"" as a dependent variable and ""importance"" as an independent variable, if a plot distinguishes between the two.
importance <- rep(1:5, times = c(30, 42, 75, 93, 60))
often <- c(rep(1:5, times = c(15, 07, 04, 03, 01)), #n=30, importance 1
           rep(1:5, times = c(10, 14, 12, 03, 03)), #n=42, importance 2
           rep(1:5, times = c(12, 23, 20, 13, 07)), #n=75, importance 3
           rep(1:5, times = c(16, 14, 20, 30, 13)), #n=93, importance 4
           rep(1:5, times = c(12, 06, 11, 17, 14))) #n=60, importance 5
running.df <- data.frame(importance, often)
cor.test(often, importance, method = ""kendall"") #positive concordance
plot(running.df) #currently useless

A related question for continuous variables I found helpful, maybe a useful starting point: What are alternatives to scatterplots when studying the relationship between two numeric variables?
","['data-visualization', 'categorical-data', 'ordinal-data', 'scatterplot']","A spineplot (mosaic plot) works well for the example data here, but can be difficult to read or interpret if some combinations of categories are rare or don't exist. Naturally it's reasonable, and expected, that a low frequency is represented by a small tile, and zero by no tile at all, but the psychological difficulty can remain. It's also natural that people fond of spineplots choose examples which work well for their papers or presentations, but I've often produced examples that were too messy to use in public. Conversely, a spineplot does use the available space well. Some implementations presuppose interactive graphics, so that the user can interrogate each tile to learn more about it. An alternative which can also work quite well is a two-way bar chart (many other names exist). See for example tabplot within http://www.surveydesign.com.au/tipsusergraphs.htmlFor these data, one possible plot (produced using tabplot in Stata, but should be easy in any decent software) is The format means it is easy to relate individual bars to row and column identifiers and that you can annotate with frequencies, proportions or percents (don't do that if you think the result is too busy, naturally). Some possibilities: If one variable can be thought of a response to another as predictor, then it is worth thinking of plotting it on the vertical axis as usual. Here I think of ""importance"" as measuring an attitude, the question then being whether it affects behaviour (""often""). The causal issue is often more complicated even for these imaginary data, but the point remains. Suggestion #1 is always to be trumped if the reverse works better, meaning, is easier to think about and interpret. Percent or probability breakdowns often make sense. A plot of raw frequencies can be useful too. (Naturally, this plot lacks the virtue of mosaic plots of showing both kinds of information at once.) You can of course try the (much more common) alternatives of grouped bar charts or stacked bar charts (or the still fairly uncommon grouped dot charts in the sense of W.S. Cleveland). In this case, I don't think they work as well, but sometimes they work better. Some might want to colour different response categories differently. I've no objection, and if you want that you wouldn't take objections seriously any way. The strategy of hybridising graph and table can be useful more generally, or indeed not what you want at all. An often repeated argument is that the separation of Figures and Tables was just a side-effect of the invention of printing and the division of labour it produced; it's once more unnecessary, just as it was to manuscript writers putting illustrations exactly how and where they liked. "
"Which has the heavier tail, lognormal or gamma?","
(This is based on a question that just came to me via email; I've added some context from a previous brief conversation with the same person.)
Last year I was told that the gamma distribution is heavier tailed than the lognormal, and I've since been told that's not the case.

Which is heavier tailed?
What are some resources I can use to explore the relationship?

","['distributions', 'gamma-distribution', 'lognormal-distribution', 'heavy-tailed']","The (right) tail of a distribution describes its behavior at large values.  The correct object to study is not its density--which in many practical cases does not exist--but rather its distribution function $F$.  More specifically, because $F$ must rise asymptotically to $1$ for large arguments $x$ (by the Law of Total Probability), we are interested in how rapidly it approaches that asymptote: we need to investigate the behavior of its survival function $1- F(x)$ as $x \to \infty$.Specifically, one distribution $F$ for a random variable $X$ is ""heavier"" than another one $G$ provided that eventually $F$ has more probability at large values than $G$.  This can be formalized: there must exist a finite number $x_0$ such that for all $x \gt x_0$, $${\Pr}_F(X\gt x) = 1 - F(x) \gt 1 - G(x) = {\Pr}_G(X\gt x).$$The red curve in this figure is the survival function for a Poisson$(3)$ distribution.  The blue curve is for a Gamma$(3)$ distribution, which has the same variance.  Eventually the blue curve always exceeds the red curve, showing that this Gamma distribution has a heavier tail than this Poisson distribution.  These distributions cannot readily be compared using densities, because the Poisson distribution has no density.It is true that when the densities $f$ and $g$ exist and $f(x) \gt g(x)$ for $x \gt x_0$ then $F$ is heavier-tailed than $G$.  However, the converse is false--and this is a compelling reason to base the definition of tail heaviness on survival functions rather than densities, even if often the analysis of tails may be more easily carried out using the densities.Counter-examples can be constructed by taking a discrete distribution $H$ of positive unbounded support that nevertheless is no heavier-tailed than $G$ (discretizing $G$ will do the trick).  Turn this into a continuous distribution by replacing the probability mass of $H$ at each of its support points $k$, written $h(k)$, by (say) a scaled Beta$(2,2)$ distribution with support on a suitable interval $[k-\varepsilon(k), k+\varepsilon(k)]$ and weighted by $h(k)$.  Given a small positive number $\delta,$ choose $\varepsilon(k)$ sufficiently small to ensure that the peak density of this scaled Beta distribution exceeds $f(k)/\delta$.  By construction, the mixture $\delta H + (1-\delta )G$ is a continuous distribution $G^\prime$ whose tail looks like that of $G$ (it is uniformly a tiny bit lower by an amount $\delta$) but has spikes in its density at the support of $H$ and all those spikes have points where they exceed the density of $f$.  Thus $G^\prime$ is lighter-tailed than $F$ but no matter how far out in the tail we go there will be points where its density exceeds that of $F$.The red curve is the PDF of a Gamma distribution $G$, the gold curve is the PDF of a lognormal distribution $F$, and the blue curve (with spikes) is the PDF of a mixture $G^\prime$ constructed as in the counterexample. (Notice the logarithmic density axis.) The survival function of $G^\prime$ is close to that of a Gamma distribution (with rapidly decaying wiggles): it will eventually grow less than that of $F$, even though its PDF will always spike above that of $F$ no matter how far out into the tails we look.Incidentally, we can perform this analysis directly on the survival functions of lognormal and Gamma distributions, expanding them around $x=\infty$ to find their asymptotic behavior, and conclude that all lognormals have heavier tails than all Gammas.  But, because these distributions have ""nice"" densities, the analysis is more easily carried out by showing that for sufficiently large $x$, a lognormal density exceeds a Gamma density.  Let us not, however, confuse this analytical convenience with the meaning of a heavy tail.Similarly, although higher moments and their variants (such as skewness and kurtosis) say a little about the tails, they do not provide sufficient information.  As a simple example, we may truncate any lognormal distribution at such a large value that any given number of its moments will scarcely change--but in so doing we will have removed its tail entirely, making it lighter-tailed than any distribution with unbounded support (such as a Gamma).A fair objection to these mathematical contortions would be to point out that behavior so far out in the tail has no practical application, because nobody would ever believe that any distributional model will be valid at such extreme (perhaps physically unattainable) values.  That shows, however, that in applications we ought to take some care to identify which portion of the tail is of concern and analyze it accordingly.  (Flood recurrence times, for instance, can be understood in this sense: 10-year floods, 100-year floods, and 1000-year floods characterize particular sections of the tail of the flood distribution.)  The same principles apply, though: the fundamental object of analysis here is the distribution function and not its density."
Is there a test to determine whether GLM overdispersion is significant?,"
I'm creating Poisson GLMs in R. To check for overdispersion I'm looking at the ratio of residual deviance to degrees of freedom provided by summary(model.name). 
Is there a cutoff value or test for this ratio to be considered ""significant?"" I know that if it's >1 then the data are overdispersed, but if I have ratios relatively close to 1 [for example, one ratio of 1.7 (residual deviance = 25.48, df=15) and another of 1.3 (rd = 324, df = 253)], should I still switch to quasipoisson/negative binomial? I found here this test for significance: 1-pchisq(residual deviance,df), but I've only seen that once, which makes me nervous. I also read (I can't find the source) that a ratio < 1.5 is generally safe. Opinions?
","['statistical-significance', 'overdispersion']","In the R package AER you will find the function dispersiontest, which implements a Test for Overdispersion by Cameron & Trivedi (1990).It follows a simple idea: In a Poisson model, the mean is $E(Y)=\mu$ and the variance is $Var(Y)=\mu$ as well. They are equal. The test simply tests this assumption as a null hypothesis against an alternative where $Var(Y)=\mu + c * f(\mu)$ where the constant $c < 0$ means underdispersion and $c > 0$ means overdispersion. The function $f(.)$ is some monoton function (often linear or quadratic; the former is the default).The resulting test is equivalent to testing $H_0: c=0$ vs. $H_1: c \neq 0$ and the test statistic used is a $t$ statistic which is asymptotically standard normal under the null.Example:Here we clearly see that there is evidence of overdispersion (c is estimated to be 5.57) which speaks quite strongly against the assumption of equidispersion (i.e. c=0).Note that if you not use trafo=1, it will actually do a test of $H_0: c^*=1$ vs. $H_1: c^* \neq 1$ with $c^*=c+1$ which has of course the same result as the other test apart from the test statistic being shifted by one. The reason for this, though, is that the latter corresponds to the common parametrization in a quasi-Poisson model."
What is perplexity?,"
I came across term perplexity which refers to the log-averaged inverse probability on unseen data. Wikipedia article on perplexity does not give an intuitive meaning for the same. 
This perplexity measure was used in pLSA paper.
Can anyone explain the need and intuitive meaning of perplexity measure? 
","['intuition', 'information-theory', 'measurement', 'perplexity']","You have looked at the Wikipedia article on perplexity. It gives the perplexity of a discrete distribution as $$2^{-\sum_x p(x)\log_2 p(x)}$$ which could also be written as $$\exp\left({\sum_x p(x)\log_e \frac{1}{p(x)}}\right)$$  i.e. as a weighted geometric average of the inverses of the probabilities. For a continuous distribution, the sum would turn into a integral.The article also gives a way of estimating perplexity for a model using $N$ pieces of test data $$2^{-\sum_{i=1}^N \frac{1}{N} \log_2 q(x_i)}$$ which could also be written $$\exp\left(\frac{{\sum_{i=1}^N \log_e \left(\dfrac{1}{q(x_i)}\right)}}{N}\right) \text{ or } \sqrt[N]{\prod_{i=1}^N  \frac{1}{q(x_i)}}$$or in a variety of other ways, and this should make it even clearer where ""log-average inverse probability"" comes from. "
Adam optimizer with exponential decay,"
In most Tensorflow code I have seen Adam Optimizer is used with a constant Learning Rate of 1e-4 (i.e. 0.0001). The code usually looks the following:
...build the model...
# Add the optimizer
train_op = tf.train.AdamOptimizer(1e-4).minimize(cross_entropy)
# Add the ops to initialize variables.  These will include 
# the optimizer slots added by AdamOptimizer().
init_op = tf.initialize_all_variables()

# launch the graph in a session
sess = tf.Session()
# Actually intialize the variables
sess.run(init_op)
# now train your model
for ...:
  sess.run(train_op)

I am wondering, whether it is useful to use exponential decay when using adam optimizer, i.e. use the following Code:
...build the model...
# Add the optimizer
step = tf.Variable(0, trainable=False)
rate = tf.train.exponential_decay(0.15, step, 1, 0.9999)
optimizer = tf.train.AdamOptimizer(rate).minimize(cross_entropy, global_step=step)
# Add the ops to initialize variables.  These will include 
# the optimizer slots added by AdamOptimizer().
init_op = tf.initialize_all_variables()

# launch the graph in a session
sess = tf.Session()
# Actually intialize the variables
sess.run(init_op)
# now train your model
for ...:
  sess.run(train_op)

Usually, people use some kind of learning rate decay, for Adam it seems uncommon. Is there any theoretical reason for this? Can it be useful to combine Adam optimizer with decay?
","['neural-networks', 'deep-learning', 'gradient-descent', 'tensorflow', 'adam']","Empirically speaking: definitely try it out, you may find some very useful training heuristics, in which case, please do share!Usually people use some kind of decay, for Adam it seems uncommon. Is there any theoretical reason for this? Can it be useful to combine Adam optimizer with decay?I haven't seen enough people's code using ADAM optimizer to say if this is true or not. If it is true, perhaps it's because ADAM is relatively new and learning rate decay ""best practices"" haven't been established yet. I do want to note however that learning rate decay is actually part of the theoretical guarantee for ADAM. Specifically in Theorem 4.1 of their ICLR article, one of their hypotheses is that the learning rate has a square root decay, $\alpha_t = \alpha/\sqrt{t}$. Furthermore, for their logistic regression experiments they use the square root decay as well. Simply put: I don't think anything in the theory discourages using learning rate decay rules with ADAM. I have seen people report some good results using ADAM and finding some good training heuristics would be incredibly valuable. "
Manually Calculating P value from t-value in t-test,"
I have a sample dataset with 31 values. I ran a two-tailed t-test using R to test if the true mean is equal to 10:
t.test(x=data, mu=10, conf.level=0.95)

Output:
t = 11.244, df = 30, p-value = 2.786e-12
alternative hypothesis: true mean is not equal to 10 
95 percent confidence interval:
 19.18980 23.26907 
sample estimates:
mean of x 
 21.22944 

Now I'm trying to do the same thing manually:
t.value = (mean(data) - 10) / (sd(data) / sqrt(length(data))) 
p.value = dt(t.value, df=length(lengths-1))

The t-value calculated using this method is the same as output by the t-test R function. The p-value, however, comes out to be 3.025803e-12.
Any ideas what I'm doing wrong?
Thanks!
EDIT
Here is the full R code, including my dataset:
# Raw dataset -- 32 observations
data = c(21.75, 18.0875, 18.75, 23.5, 14.125, 16.75, 11.125, 11.125, 14.875, 15.5, 20.875,
            17.125, 19.075, 25.125, 27.75, 29.825, 17.825, 28.375, 22.625, 28.75, 27, 12.825, 
            26, 32.825, 25.375, 24.825, 25.825, 15.625, 26.825, 24.625, 26.625, 19.625)

# Student t-Test
t.test(x=data, mu=10, conf.level=0.95)

# Manually calculate p-value
t.value = (mean(data) - 10) / (sd(data) / sqrt(length(data)))
p.value = dt(t.value, df=length(data) - 1)

","['r', 'statistical-significance', 't-test', 'p-value']",Use pt and make it two-tailed.
Kullback–Leibler vs Kolmogorov-Smirnov distance,"
I can see that there are a lot of formal differences between Kullback–Leibler vs Kolmogorov-Smirnov distance measures.
However, both are used to measure the distance between distributions.

Is there a typical situation where one should be used instead of the other? 
What is the rationale to do so?

","['distributions', 'distance-functions', 'kolmogorov-smirnov-test', 'kullback-leibler']","The KL-divergence is typically used in information-theoretic settings, or even Bayesian settings, to measure the information change between distributions before and after applying some inference, for example. It's not a distance in the typical (metric) sense, because of lack of symmetry and triangle inequality, and so it's used in places where the directionality is meaningful. The KS-distance is typically used in the context of a non-parametric test. In fact, I've rarely seen it used as a generic ""distance between distributions"", where the $\ell_1$ distance, the Jensen-Shannon distance, and other distances are more common. "
Visually interesting statistics concepts that are easy to explain,"
I noticed on Math Stack Exchange a terrific thread which highlighted a number of very visually interesting math concepts. I would be curious to see graphics/gifs which anyone has that very clearly illustrate a statistics concept (particularly those that might serve as motivation for students just starting to learn statistics). 
I am thinking of things along the lines of how videos of a Galton board make the CLT instantly relatable.
","['self-study', 'data-visualization']",
Is the COVID-19 pandemic curve a Gaussian curve?,"
We've all heard a lot about ""flattening the curve"". I was wondering if these curve – that look like bells – can be qualified as Gaussian despite the fact that there is a temporal dimension.

","['normal-distribution', 'spatio-temporal', 'epidemic-curve']","It seems like there are three questions here:Is the actual distribution of cases Gaussian? No. Are the curves given in the graphic Gaussian? Not quite. I think the red one is a little bit skewed, and the blue one is definitely skewed.Can plots of a value versus time be considered Gaussian? Yes. In mathematics, a Gaussian function, often simply referred to as a Gaussian, is a function of the form $$f(x) = ae^{-{\frac {(x-b)^{2}}{2c^{2}}}}$$
  for arbitrary real constants a, b and non zero c. https://en.wikipedia.org/wiki/Gaussian_functionThere is no requirement that it be a probability distribution."
What are the breakthroughs in Statistics of the past 15 years?,"
I still remember the Annals of Statistics paper on Boosting by Friedman-Hastie-Tibshirani, and the comments on that same issues by other authors (including Freund and Schapire). At that time, clearly Boosting was viewed as a breakthrough in many respects: computationally feasible, an ensemble method, with excellent yet mysterious performance. Around the same time, SVM came of age, offering a framework underpinned by solid theory and with plenty of variants and applications. 
That was in the marvelous 90s. In the past 15 years, it seems to me that a lot of Statistics has been a cleaning and detailing operation, but with few truly new views.
So I'll ask two questions:

Have I missed some revolutionary/seminal paper?
If not, are there new approaches
that you think have the potential to
change the viewpoint of statistical
inference?

Rules: 

One answer per post; 
References or links welcome.

P.S.: I have a couple of candidates for promising breakthroughs. I will post them later.
","['mathematical-statistics', 'history']",
Why continue to teach and use hypothesis testing (when confidence intervals are available)?,"
Why continue to teach and use hypothesis testing (with all its difficult concepts and which are among the most statistical sins) for problems where there is an interval estimator (confidence, bootstrap, credibility or whatever)? What is the best explanation (if any) to be given to students? Only tradition? The views will be very welcome.
","['hypothesis-testing', 'confidence-interval', 'teaching']",
What are some examples of anachronistic practices in statistics?,"
I am referring to practices that still maintain their presence, even though the problems (usually computational) they were designed to cope with have been mostly solved. 
For example, Yates' continuity correction was invented to approximate Fisher's exact test with $\chi^2$ test, but it is no longer practical since software can now handle Fisher's test even with large samples (I know this may not be a good example of ""maintaining its presence"", since textbooks, like Agresti's Categorical Data Analysis, often acknowledge that Yates' correction ""is no longer needed""). 
What are some other examples of such practices?
","['references', 'philosophical']",
Interpreting QQplot - Is there any rule of thumb to decide for non-normality?,"
I have read enough threads on QQplots here to understand that a QQplot can be more informative than other normality tests. However, I am inexperienced with interpreting QQplots. I googled a lot; I found a lot of graphs of non-normal QQplots, but no clear rules on how to interpret them, other than what it seems to be comparison with know distributions plus ""gut feeling"". 
I would like to know if you have (or you know of) any rule of thumb to help you decide for non-normality.
This question came up when I saw these two graphs:


I understand that the decision of non-normality depends on the data and what I want to do with them; however, my question is: generally, when do the observed departures from the straight line constitute enough evidence to make unreasonable the approximation of normality?
For what it's worth, the Shapiro-Wilk test failed to reject the hypothesis of non-normality in both cases.
","['interpretation', 'normality-assumption', 'qq-plot']","Note that the Shapiro-Wilk is a powerful test of normality.The best approach is really to have a good idea of how sensitive any procedure you want to use is to various kinds of non-normality (how badly non-normal does it have to be in that way for it to affect your inference more than you can accept).An informal approach for looking at the plots would be to generate a number of data sets that are actually normal of the same sample size as the one you have - (for example, say 24 of them). Plot your real data among a grid of such plots (5x5 in the case of 24 random sets). If it's not especially unusual looking (the worst looking one, say), it's reasonably consistent with normality.To my eye, data set ""Z"" in the center looks roughly on a par with ""o"" and ""v"" and maybe even ""h"", while ""d"" and ""f"" look slightly worse. ""Z"" is the real data. While I don't believe for a moment that it's actually normal, it's not particularly unusual-looking when you compare it with normal data.[Edit: I just conducted a random poll --- well, I asked my daughter, but at a fairly random time -- and her choice for the least like a straight line was ""d"". So 100% of those surveyed thought ""d"" was the most-odd one.]More formal approach would be to do a Shapiro-Francia test (which is effectively based on the correlation in the QQ-plot), but (a) it's not even as powerful as the Shapiro Wilk test, and (b) formal testing answers a question (sometimes) that you should already know the answer to anyway (the distribution your data were drawn from isn't exactly normal), instead of the question you need answered (how badly does that matter?).As requested, code for the above display. Nothing fancy involved:Note that this was just for the purposes of illustration; I wanted a small data set that looked mildly non-normal which is why I used the residuals from a linear regression on the cars data (the model isn't quite appropriate). However, if I was actually generating such a display for a set of residuals for a regression, I'd regress all 25 data sets on the same $x$'s as in the model, and display QQ plots of their residuals, since residuals have some structure not present in normal random numbers.(I've been making sets of plots like this since the mid-80s at least. How can you interpret plots if you are unfamiliar with how they behave when the assumptions hold --- and when they don't?)See more:Buja, A., Cook, D. Hofmann, H., Lawrence, M. Lee, E.-K., Swayne,  D.F
and Wickham, H. (2009) Statistical Inference for exploratory  data
analysis and model diagnostics Phil. Trans. R. Soc. A 2009  367,
4361-4383 doi: 10.1098/rsta.2009.0120Edit: I mentioned this issue in my second paragraph but I want to emphasize the point again, in case it gets forgotten along the way. What usually matters is not whether you can tell something is not-actually-normal (whether by formal test or by looking at a plot) but rather how much it matters for what you would be using that model to do: How sensitive are the properties you care about to the amount and manner of lack of fit you might have between your model and the actual population?The answer to the question ""is the population I'm sampling actually normally distributed"" is, essentially always, ""no"" (you don't need a test or a plot for that), but the question is rather ""how much does it matter?"". If the answer is ""not much at all"", the fact that the assumption is false is of little practical consequence. A plot can help some since it at least shows you something of the 'amount and manner' of deviation between the sample and the distributional model, so it's a starting point for considering whether it would matter. However, whether it does depends on the properties of what you are doing (consider a t-test vs a test of variance for example; the t-test can in general tolerate much more substantial deviations from the assumptions that are made in its derivation than an F-ratio test of equality variances can)."
Are we exaggerating importance of model assumption and evaluation in an era when analyses are often carried out by laymen,"
Bottom line, the more I learn about statistics, the less I trust published papers in my field; I simply believe that researchers are not doing their statistics well enough.

I'm a layman, so to speak. I'm trained in biology but I have no formal education in statistics or mathematics. I enjoy R and often make an effort to read (and understand...) some of the theoretical foundations of the methods that I apply when doing research. It wouldn't surprise me if the majority of people doing analyses today are actually not formally trained. I've published around 20 original papers, some of which have been accepted by recognized journals and statisticians have frequently been involved in the review-process. My analyses commonly include survival analysis, linear regression, logistic regression, mixed models. Never ever has a reviewer asked about model assumptions, fit or evaluation.
Thus, I never really bothered too much about model assumptions, fit and evaluation. I start with a hypothesis, execute the regression and then present the results. In some instances I made an effort to evaluate these things, but I always ended up with ""well it didn't fulfill all assumptions, but I trust the results (""subject matter knowledge"") and they are plausible, so it's fine"" and when consulting a statistician they always seemed to agree.
Now, I've spoken to other statisticians and non-statisticians (chemists, physicians and biologists) who perform analyses themselves; it seems that people don't really bother too much about all these assumptions and formal evaluations. But here on CV, there is an abundance of people asking about residuals, model fit, ways to evaluate it, eigenvalues, vectors and the list goes on. Let me put it this way, when lme4 warns about large eigenvalues, I really doubt that many of its users care to address that...
Is it worth the extra effort? Is it not likely that the majority of all published results do not respect these assumptions and perhaps have not even assessed them? This is probably a growing issue since databases grow larger every day and there is a notion that the bigger the data, the less important is the assumptions and evaluations.
I could be absolutely wrong, but this is how I have perceived this.
Update:
Citation borrowed from StasK (below): http://www.nature.com/news/science-joins-push-to-screen-statistics-in-papers-1.15509
","['mathematical-statistics', 'multiple-regression', 'modeling']","I am trained as a statistician not as a biologist or medical doctor.  But I do quite a bit of medical research (working with biologists and medical doctors), as part of my research I have learned quite a bit about treatment of several different diseases.  Does this mean that if a friend asks me about a disease that I have researched that I can just write them a prescription for a medication that I know is commonly used for that particular disease?  If I were to do this (I don't), then in many cases it would probably work out OK (since a medical doctor would just have prescribed the same medication), but there is always a possibility that they have an allergy/drug interaction/other that a doctor would know to ask about, that I do not and end up causing much more harm than good.  If you are doing statistics without understanding what you are assuming and what could go wrong (or consulting with a statistician along the way that will look for these things) then you are practicing statistical malpractice.  Most of the time it will probably be OK, but what about the occasion where an important assumption does not hold, but you just ignore it?I work with some doctors who are reasonably statistically competent and can do much of their own analysis, but they will still run it past me.  Often I confirm that they did the correct thing and that they can do the analysis themselves (and they are generally grateful for the confirmation) but occasionally they will be doing something more complex and when I mention a better approach they will usually turn the analysis over to me or my team, or at least bring me in for a more active role.So my answer to your title question is ""No"" we are not exaggerating, rather we should be stressing some things more so that laymen will be more likely to at least double check their procedures/results with a statistician.EditThis is an addition based on Adam's comment below (will be a bit long for another comment).Adam, Thanks for your comment.  The short answer is ""I don't know"".  I think that progress is being made in improving the statistical quality of articles, but things have moved so quickly in many different ways that it will take a while to catch up and guarentee the quality.  Part of the solution is focusing on the assumptions and the consequences of the violations in intro stats courses.  This is more likely to happen when the classes are taught by statisticians, but needs to happen in all classes. Some journals are doing better, but I would like to see a specific statistician reviewer become the standard.  There was an article a few years back (sorry don't have the reference handy, but it was in either JAMA or the New England Journal of Medicine) that showed a higher probability of being published (though not as big a difference as it should be) in JAMA or NEJM if a biostatistican or epidemiologist was one of the co-authors.An interesting article that came out recently is: http://www.nature.com/news/statistics-p-values-are-just-the-tip-of-the-iceberg-1.17412 which discusses some of the same issues."
Software for drawing bayesian networks (graphical models),"
I am searching for [free] software that can produce nice looking graphical models, e.g. 

Any suggestions would be appreciated.
","['graphical-model', 'software']","I currently have a similar problem (drawing multiple path diagrams for my dissertation), and so I was examining many of the options listed here already to draw similar diagrams. Many of the listed resources for drawing such vector graphics (such as in microsoft office or google drawings) can produce really nice path diagrams, with fairly minimal effort. But, part of the reason I was unsatisfied with such programs is that I needed to produce many diagrams, with only fairly minor changes between each diagram (e.g. add another node, change a label). The point and click vector graphics tools aren't well suited for this, and take more effort than need be to make such minor changes. Also it becomes difficult to maintain a template between many drawings. So, I decided to examine options to produce such graphics programattically.Graphviz, as was already mentioned by thias, came really close to having all the bells and whistles I wanted for my graphics (as well as quite simple code to produce them), but it fell short for my needs in two ways; 1) mathematical fonts are lacking (e.g. I'm not sure if you can label a node with the $\beta$ symbol in Graphviz, 2) curved lines are hard to draw (see this post on drawing path diagrams using Graphviz on @Stask's website). Because of these limitations I have currently settled (very happily) on using the Tikz/pgf drawing library in Latex. An example is below of my attempt at reproducing your graphic (the biggest pain was the labels in the lower right corners of the boxes!);Now, I am already writing up my dissertation in Latex, so if you just want the image without having to compile a whole Latex document it is slightly inconveniant, but there are some fairly minor workarounds to produce an image more directly (see this question over on stackoverflow). There are a host of other benifits to using Tikz for such a project thoughAt this time I have not considered some of the libraries for drawing the diagrams in the statistical package R directly from the specified models, but in the future I may consider them to a greater extent. There are some nice examples from the qgraph library for a proof of concept of what can be accomplished in R."
What is the difference between GARCH and ARMA?,"
I am confused. I don't understand the difference a ARMA and a GARCH process.. to me there are the same no ?
Here is the (G)ARCH(p, q) process
$$\sigma_t^2 = 
				\underbrace{
				\underbrace{
					\alpha_0 
					+ \sum_{i=1}^q \alpha_ir_{t-i}^2}
				_{ARCH}  
					+ \sum_{i=1}^p\beta_i\sigma_{t-i}^2}
				_{GARCH}$$
And here is the ARMA($p, q$):
$$ X_t = c + \varepsilon_t +  \sum_{i=1}^p \varphi_i X_{t-i} + \sum_{i=1}^q \theta_i \varepsilon_{t-i}.\,$$
Is the ARMA simply an extension of the GARCH, GARCH being used only for returns and with the assumption $r = \sigma\varepsilon$ where $\varepsilon$ follows a strong white process?
","['time-series', 'arima', 'garch', 'finance']","You are conflating the features of a process with its representation. Consider the (return) process $(Y_t)_{t=0}^\infty$. $$
\begin{align}
\mathbb{E}(Y_t \mid \mathcal{I}_t) &= \alpha_0 + \sum_{j=1}^p \alpha_j Y_{t-j}+ \sum_{k=1}^q \beta_k\epsilon_{t-k}\\
\end{align}
$$
Here, $\mathcal{I}_t$ is the information set at time $t$, which is the $\sigma$-algebra generated by the lagged values of the outcome process $(Y_t)$. Note in particular the first equivalence $ \mathbb{V}(Y_t \mid \mathcal{I}_t)= \mathbb{V}(\epsilon_t \mid \mathcal{I}_t)$.Aside: Based on this representation, you can write
$$
\epsilon_t \equiv \sigma_t Z_t
$$
where $Z_t$ is a strong white noise process, but this follows from the way the process is defined."
"Statistical inference when the sample ""is"" the population","
Imagine you have to do reporting on the numbers of candidates who yearly take a given test. It seems rather difficult to infer the observed % of success, for instance, on a wider population due to the specifity of the target population. So you may consider that these data represent the whole population. 
Are results of tests indicating that the proportions of males and females are different really correct? Does a test comparing observed and theoretical proportions appear to be a correct one, since you consider a whole population (and not a sample)?
","['hypothesis-testing', 'population', 'sampling']","There may be varying opinions on this, but I would treat the population data as a sample and assume a hypothetical population, then make inferences in the usual way.  One way to think about this is that there is an underlying data generating process responsible for the collected data, the ""population"" distribution.  In your particular case, this might make even more sense since you will have cohorts in the future.  Then your population is really cohorts who take the test even in the future.  In this way, you could account for time based variations if you have data for more than a year, or try to account for latent factors through your error model.  In short, you can develop richer models with greater explanatory power."
Random forest computing time in R,"
I am using the party package in R with 10,000 rows and 34 features, and some factor features have more than 300 levels.  The computing time is too long. (It has taken 3 hours so far and it hasn't finished yet.)  
I want to know what elements have a big effect on the computing time of a random forest.  Is it having factors with too many levels? Are there any optimized methods to improve the RF computing time? 
","['r', 'random-forest']",
