Head,Body,Tags,First Answer
What knowledge is required for understanding the AlphaZero paper?,"
My goal is to understand AlphaZero paper published by deepmind. I'm beginning my journey trying to get the basic intuition of reinforcement learning from the book by Barto and Sutton.
As per my background, I'm familiar with MDPs, value iteration and policy iteration.
I wanted to ask until what chapter of Barto and Sutton's book is one required to read in order to fully comprehend AlphaZero's paper. Monte-Carlo Tree Search is discussed in Chapter-8 of the book. Will it be enough till that? Or would I be needing more resources apart from this book?
","['reinforcement-learning', 'papers', 'alphazero', 'sutton-barto']",
Deep Reinforcement Learning: Rewards suddenly dip down,"
I am working on a deep reinforcement learning problem. The policy network has the same architecture as the one Deepmind published in 'Playing Atari with Deep Reinforcement Learning'. I am also using Prioritized Experience Replay. In the initial stage the behavior seems to be normal, i.e the agent is learning gradually. However, after a while the rewards suddenly go down by a lot. The TD erros also seem to be going up at the same time. I'm not sure how to interpret this problem. 
My hypotheses are:

The policy network is overfitting
Some filters fail to activate thereby misrepresenting the state information

I would really appreciate if you guys could give me some tips to narrow down this problem debug it. Cheers.
","['reinforcement-learning', 'q-learning', 'dqn']","
Without digging into your diagnostics more deeply, on it's face this seem like a local optima issue. Assuming you are optimizing via GD, there are many local optima that a network or agent in this case can converge to and stay at which will cause symptoms like seeing above.
With that being said, assuming this is our issue, here are some things you can try:

Regularization, try adding dropout or L2 and see how that affects convergence and learning.
Adjust network architecture, number of layers, nodes, etc. 
Try a different type of RL(Q learning for example), this will be dependent on your problem of course.
Adjust starting seed. Assuming you have a static seed used for weight initialization, you will always converge to the same solution. It could be as simple as adjusting the seed value.

If all these steps fail, you likely have a deeper issue at work, and I would suggest coming back after with some additional detail if this does not succeed.  
"
How to handle proper names or variable names in word2vec?,"
The input in word2vec is known word (spellings), each tagged by its ID.

But if you process real text, there can be not only dictionary words but also proper nouns like human names, trade marks, file names , etc, how to make an input for that? 
Is you consider some input where items are variables, like the meaning of input would be x = something, and after some time you acces to x value and define some other stuff with it. That would be format for this input, and will this approach work at all?

","['neural-networks', 'recurrent-neural-networks']","
Word2vec works on the concept of  typical word co-occurrences. This means that it will work well only for words that occur frequently in the dataset. So proper nouns will not play any role in training the model. You can keep the proper nouns as they are or use only the words the occur more frequently than some threshold value based on the size of your dataset.
Once you use the value stored in variable x for something, and then change the stored value, it will not reflect anywhere unless you us use the variable x again somewhere in the program.
# Example
x = ""something something""
print(x + ""..."")

# Result
something something ...

# Changing x
x = ""new value""

# This new value of x will not reflect anywhere in the program
# Unless you use the variable x again.

"
Viterbi versus filtering,"
In Chapter 15 of Russel and Norvig's Artificial Intelligence -- A Modern Approach (Third Edition), they describe three basic tasks in temporal inference: 

Filtering, 
Likelihood, and 
Finding the Most Likely Sequence.

My question is on the difference between the first and third task.  Finding the Most Likely Sequence determines, given evidences $e_1,\dots,e_n$, the most likely sequence of states $S_1,\dots,S_n$.  This is done using the Viterbi algorithm.  On the other hand, Filtering provides the probability distribution on states after seeing $e_1,\dots,e_n$.  You could then pick the state with the highest probability, call it $S'_n$. I am guessing that $S'_n$ should always be equal to $S_n$.  Likewise, you can already do the same after any prefix $e_1,\dots,e_i$, again picking the most likely state $S'_i$.  I would love to have a simple example where $S'_1,\dots,S'_n$ is not equal to the sequence $S_1,\dots,S_n$ produced by the  Viterbi algorithm.
",['probability'],"
Welcome to AI.SE @vdbuss, and great first question!
This point is touched on in Section 15.2.3 (page 576 in my copy), in the second paragraph, and there's a good exercise at the end of the chapter (15.4) that is designed to get you to think through exactly why these are different procedures. If you want to really absorb it, I suggest trying to work out that exercise! If you want the quick answer, read on.
The basic action of filtering is to generate a probability distribution $P(X_{t+1} | e_{1:t+1})$ using only two pieces of information, specifically the current state distribution $P(X_{t} | e_{1:t})$, and the new piece of evidence $e_{t+1}$. So, when computing the most likely sequence, the algorithm cannot take into account the sequences that are actually possible, while Vitirbi can.
Here's a simple example: suppose I tell you that I'm going to drop you in a maze at one of two locations. I drop you near the top right corner with probability 0.75, and near the bottom left corner with probability 0.25. Suppose further that a Grue is known (with certainty) to live somewhere near the bottom left corner. Using filtering, your maximum aposterori estimate for your location after being dropped in the maze ($t=1$) is that you are in the top right corner. You then move 1 step to the right and can see a Grue. Clearly your estimate for your position in the second timestep $(t=2)$ must be the bottom left, because Grues only live there. But, you definitely can't end up moving to the bottom left by moving right from the top right, so your sequence has probability zero overall, despite using the maximum aposterori estimate for position at every step. To avoid this, Vitirbi uses a linear amount of extra space to select the maximum aposterori sequence, which in this case is clearly that you are near the bottom left in both timesteps.  
"
How to choose our data set wisely?,"
I have a couple of questions and I was wondering if you could answer them.
I have a bunch of images of the cars, side view only. I want to train the model with those images. My objects of interest are 3 types of trucks that have different trailers. I Rarely see two target object at one image (maybe 1 or 2 in every 1000 images). However, I do see other types of cars that I do not want to detect.
My questions are:

Do you think I should tackle this problem as a detection task or classification task? (for example, should I consider multi-label classification or omit those pictures)
Should I also include other vehicles that I do not want to detect in my training dataset? let say I do not assign bounding box to them but include them in training dataset just to make the system robust. 

I trained YOLO with 200 images, sometimes the trained model confused and detected the wrong object that is not in any of classes, this happens when training with 2000 images per class? 
Is this due to a small number of dataset or it is because of not including those images with no bounding boxes?
Thank you in advance!
","['classification', 'datasets', 'object-detection']",
What is the difference between GAT and GaAN?,"
I was looking at two papers 

Graph Attention Networks (GAT) by Petar Veličković and
GaAN: Gated Attention Networks for Learning on Large and Spatiotemporal Graphs by Jiani Zhang.

I'm trying to implement the second paper and I'm having some troubles understanding the differences between GAT and GaAN. By looking at equation 1 in GaAN paper I can see only two differences from GAT. 

The first difference is that they are doing a dot product with the initial feature map and 
Have another fully connected layer to project the result. 

Is there something else that I'm missing?
","['neural-networks', 'deep-learning', 'comparison', 'attention', 'geometric-deep-learning']",
What are the common myths associated with Artificial Intelligence?,"
What are some interesting myths of Artificial Intelligence and what are the facts behind them?
","['philosophy', 'agi', 'mythology-of-ai']","
As Artificial Intelligence is rapidly invading in our lives the myths around AI is also fabricating rapidly. Before getting into details one need to get clear off from this myths.
Myth 1: AI will take away our jobs:
Reality: AI is not completely different from other technologies and AI will not take away jobs but AI will change the way we work and helps us to increase the productivity by removing monotonous works.
Myth 2: Artificial intelligence will take over the world:
Reality: AI controlling the world. According to me it will not possible unless we give it that power. AI or robots will assist in our work and helps us to solve some tedious works that are difficult for human to solve easily.
Myth 3: Intelligent machines can learn on their own
Reality: It seems that a Intelligent machine can learn by it own. But the fact is that a AI Engineer or AI specialist should develop the algorithm and feed the machine with datasets and instructions and continuous monitoring should be done and most importantly regular update of software should be done.
Myth 4: Artificial Intelligence, Machine learning and Deep learning all three are same: 
Reality: No not at all. To be clear machine learning is a part of AI and deep learning is the subset of ML. All three- AL, ML and DL are different but they are inter related with each other.
"
When does the selection phase exactly end in MCTS?,"
All sources I can find provide a similar explanation to each phase. 
In the Selection Phase, we start at the root and choose child nodes until reaching a leaf.  Once the leaf is reached (assuming the game is not terminated), we enter the Expansion Phase. 
In the Expansion Phase, we expand any number of child nodes and select one of the expanded nodes. Then, we enter the Play-Out Phase.
Here is my confusion. If we choose to only expand a single node, the nodes that were not expanded will never be considered in future selections as we only select child nodes until a leaf is reached during the Selection Phase. Is this correct? If not, what am I misunderstanding about the Selection Phase?
","['game-ai', 'monte-carlo-tree-search']",
What is the credit assignment problem?,"
In reinforcement learning (RL), the credit assignment problem (CAP) seems to be an important problem. What is the CAP? Why is it relevant to RL?
","['reinforcement-learning', 'definitions', 'credit-assignment-problem']",
How do I know if the assumption of a static environment is made?,"
An important property of a reinforcement learning problem is whether the environment of the agent is static, which means that nothing changes if the agent remains inactive. Different learning methods assume in varying degrees that the environment is static. 
How can I check if and (if so) where in the Monte Carlo algorithm, temporal difference learning (TD(0)), the Dyna-Q architecture, and R-Max a static environment is implicitly assumed? 
How could I modify the relevant learning methods so that they can in principle adapt to changing environments? (It can be assumed that $\epsilon$ is sufficiently large.)
","['reinforcement-learning', 'monte-carlo-methods', 'temporal-difference-methods', 'environment', 'dyna']",
Changes in flow detection neural network?,"
Do you have any advice, what architecture of neural network is the best for following task?
Let input be some (complex function), the neural network gains a flow of its values, so I guess there will be some kind of RNN or CNN? 
The output is classifier like is the function same or not

If the neural network thinks, that the input is still the same function, the output is 0. 
If the input function changes, the output will be 1.

The input function is of course not one value or simple math function (what will be trivial) but may be really sophisticated. So the neural network learns abstraction about same and different over any complex flow ?
How would you approach to that task ?
","['neural-networks', 'recurrent-neural-networks', 'pattern-recognition', 'function-approximation']","
A network is able to fit to a certain function over several iteration while training. Now you want the model to be able to detect a change in a list of inputs from the function. This is not possible without first training the model on some data.
Say you want to use a simple function
# Sample function
f(x) = x

Say you create inputs for function using sets of 3 integers for x.
# Data
f1 = [[1, 2, 3],
      [4, 5, 6],
      ...      ]

# Some random values
f2 = [[1, 4, 19],
      [16, 35, 36],
      ...      ]

Now if you use data f1 labelled as 0 and data f2 labelled as 1, in the best case the ANN will only learn to differentiate between data from function f1 and some other data.
To detect change, first the model has to fit to a certain function, this requires it to be trained over a number of epochs. Then it will be able to detect if the values don't match the function, but such a model will only be able to differentiate a single function.
"
Adding BERT embeddings in LSTM embedding layer,"
I am planning to use BERT embeddings in the LSTM embedding layer instead of the usual Word2vec/Glove Embeddings. What are the possible ways to do that? 
","['deep-learning', 'keras', 'word-embedding', 'long-short-term-memory', 'bert']","
Instead of using the Embedding() layer directly, you can create a new bertEmbedding() layer and use it instead.
# Sample code
# Model architecture

# Custom BERT layer
bert_output = BertLayer(n_fine_tune_layers=10)(bert_inputs)

# Build the rest of the classifier 
dense = tf.keras.layers.Dense(256, activation='relu')(bert_output)
pred = tf.keras.layers.Dense(1, activation='sigmoid')(dense)

model = tf.keras.models.Model(inputs=bert_inputs, outputs=pred)
model.compile(loss='binary_crossentropy', optimizer='adam', metrics=['accuracy'])
model.fit(...)

This article will walk you through the entire process of creating the custom BERT layer along with example code. Give it a read.
"
Why not go another layer deeper with Auto-AutoML?,"
So I'm finding AutoML to be pretty interesting but I'm still learning how it all works. I've played with the incredibly broken AutoKeras and got some decent results.
The question is, if you are using a NN to optimize the architecture of another network, why not take it another layer deeper and use another network to find the optimum architecture for your Parent network with a grand-parent network?
The problem doesn't necessarily need to expand exponentially as the grand-parent network could do few-shot training sessions on the parent network which itself is doing few or one-shot training. 
","['ai-design', 'automation', 'meta-learning']","
Logically it is possible, but you will just end up complicating the entire task.
The aim of AutoML is to provide a drop in solution to the customers. To do this, a trained network decides and generates the model architecture. This is done so that anyone with basic experience is able to integrate the solution into their systems.
Currently, the complicated architectures and networks require experienced data scientist to build, train and deploy. To overcome this bottleneck and make ML accessible to all, AutoML is being developed.
So adding another grand-parent network to optimize the autoML network will just complicate the task in terms to computation time and hyper parameter optimization. 
In case we decide to add another network, now the researchers must look at this network and tune it in regards to the inner network and the model both. This means more work and no direct way to understand how the hyper parameters are affecting the final results.
"
Are Relational DBs and SQL used in Expert Systems?,"
In the book Prolog Programming for Artificial Intelligence, a large and intricate chapter (chapter 14) is dedicated to Expert Systems. In these systems, a  knowledge-database is represented through facts and rules in a declarative manner, and then we use the PROLOG inference engine to derive statements and decisions.
I was wondering: are there any examples of expert systems that represent knowledge through a standard Relational Database approach and then extract facts through SQL queries? Is there any research in this area? If not, why is a rule-based approach preferred?
","['reference-request', 'knowledge-representation', 'expert-systems', 'rule-based-systems']","
A recent research example is the ""Grind"" system. Take a look at the paper Computing FO-Rewritings in $\mathcal{E} \mathcal{L}$ in Practice: from Atomic to Conjunctive Queries (2018) by Peter Hansen and Carsten Lutz. Here's the abstract.

A prominent approach to implementing ontology-mediated queries (OMQs) is to rewrite into a first-order query, which is then executed using a conventional SQL database system. We consider the case where the ontology is formulated in the description logic $\mathcal{E} \mathcal{L}$ and the actual query is a conjunctive query and show that rewritings of such OMQs can be efficiently computed in practice, in a sound and complete way. Our approach combines a reduction with a decomposed backwards chaining algorithm for OMQs that are based on the simpler atomic queries, also illuminating the relationship between first-order rewritings of OMQs based on conjunctive and on atomic queries. Experiments with real-world ontologies show promising results.

"
Why are state transitions in MDPs probabilistic rather than deterministic?,"
I've read that for MDPs the state transition function $P_a(s, s')$ is a probability. This seems strange to me for modeling because most environments (like video games) are deterministic.
Now, I'd like to assert that most systems we work with are deterministic given enough information in the state (i.e. in a video game, if you had the random number seed, you could predict 'rolls', and then everything else follows game logic).
So, my guess for why would MDP state transitions are probabilities is because the state given to the MDP is typically a subset (i.e. from feature engineering) of total information available. That, and of course to model non-deterministic systems.
Is my understanding correct?
","['machine-learning', 'reinforcement-learning', 'markov-decision-process']",
Questions regarding rrn-writer by Robin Sloane?,"
https://github.com/robinsloan/rnn-writer
I preface this by saying I do not know much about this topic, only that I have an intense interest in it, so I'm hoping I can make my questions as clear as possible.
This writing assistant was released with full code and instructions on how to make it work.  I was halfway through this process when I was told, basically, that this could not work on a Windows PC.  Torch, specifically, either doesn't work on PC, or doesn't work very well, and I am hesitant to continue.
First of all, does anyone know if that's true?
If it is true, is it theoretically possible to recreate this in a different way that will work on Windows PCs?
If so, has anyone ever done it before, or know how to do it?
If there is a way to make Torch work on PCs, is someone willing to tell me how?
I apologize if this isn't meant for this specific area of discussion.  I just don't know where else to go with my questions that I will get any kind of helpful responses.  Even if it's just telling me where I can go for more pertinent responses, that would still be appreciated.
Thank you for any help you might be willing to give.  Please let me know if I need to clarify anything.
","['neural-networks', 'machine-learning', 'deep-learning']",
Further Normalization of Standardized data - ANN,"
I want to develop a regression model using the artificial neural network. For developing such a model I use standardised ( z-score normalised ) data.
given below is the sample data set. Here MAX is the real data But I am using MAX-ZS (these values are continues)

So my question is while developing the model do I have to perform further normalization such as Min-Max scaling on my training data?
Any Kind of help is appreciated!
","['neural-networks', 'datasets', 'deep-neural-networks']","
Data scaling or normalization is a process of making model data in a standard format so that the training is improved, accurate, and faster.
So you just have to scale the data once. Doesn't matter what scaler you are using. Just make sure to initialize the scaler with the training data and then use the same parameters to scale the test data.
The z-score normalized data (MAX-ZS) can be used directly to train the network.
"
What is the use of softmax function in a CNN?,"
What is the use of softmax function? Why was it used at the end of fully connected layer in convolution neural network?
","['neural-networks', 'convolutional-neural-networks']","
The main purpose of the softmax function is to transform the (unnormalised) output of $K$ units (which is e.g. represented as a vector of $K$ elements) of a fully-connected layer to a probability distribution (a normalised output), which is often represented as a vector of $K$ elements, each of which is between $0$ and $1$ (a probability) and the sum of all these elements is $1$ (a probability distribution). 
In the case of a classification task, the $i$th element of the vector produced by the softmax function corresponds to the probability of the input of the network of belonging to the $i$th class (e.g. a dog).
"
"If loss reduction means model improvement, why doesn't accuracy increase?","
Problem Statement
I've built a classifier to classify a dataset consisting of n samples and four classes of data. To this end, I've used pre-trained VGG-19, pre-trained Alexnet and even LeNet (with cross-entropy loss). However, I just changed the softmax layer's architecture and placed just four neurons for that (because my dataset includes just four classes). Since the dataset classes have a striking resemblance to each other, this classifier was unable to classify them and I was forced to use other methods.
During the training section, after some epochs, loss decreased from approximately 7 to approximately 1.2, but there were no changes in accuracy and it was frozen on 25% (random precision). In the best epochs, the accuracy just reached near 27% but it was completely unstable.
Question
How is it justifiable? If loss reduction means model improvement, why doesn't accuracy increase? How is it possible to the loss decreases near 6 points (approximately from 7 to 1) but nothing happens to accuracy at all?
","['deep-learning', 'classification', 'training', 'objective-functions']","
Loss reduction means model improvement, it does not in the wrong setup, wher random choise produces least loss. So it is some critical setup error. What classes do you have?
I got also thet recently experimenting with an encoder with too narrow coding layer - it just EQUILIZES the output with average values cause this state has minimum loss.
"
Is the Markov property assumed in the forward algorithm?,"
I'm majoring in pure linguistics (not computational), and I don't have any basic knowledge regarding computational science or mathematics. But I happen to take the ""Automatic Speech Recognition"" course in my graduate school and struggling with it.
I have a question regarding getting the formula for a component of the forward algorithm.
$$
\alpha_t(j) = \sum_{i=1}^{N} P(q_{t-1} = i, q_t=j, o_1^{t-1}, o^t|\lambda)
$$
When $q$ is a hidden state, $o$ is a given observation, and $\lambda$ contains transition probability, emission probability and the start/end state.
Is the Markov assumption (the current state is only dependent upon the one right before it) assumed here? I thought so, because it contains $q_{t-1}=i$ and not $q_{t-2}=k$ or $q_{t-3}=l$.
","['machine-learning', 'markov-property', 'hidden-markov-model']",
Would an artificial general intelligence have to be Turing complete?,"
For the purposes of this question, let's suppose that an artificial general intelligence (AGI) is defined as a machine that can successfully perform any intellectual task that a human being can [1].
Would an AGI have to be Turing complete?
","['philosophy', 'agi', 'theory-of-computation', 'computational-theory-of-mind', 'turing-completeness']","
A system is Turing complete if it can be used to simulate any Turing machine. 
Given the Church-Turing thesis (which has not yet been proven), a human brain can compute any function that a Turing machine can (given enough time and space), but the reverse is not necessarily true, given that the human brain might be able to compute more functions than a Turing machine. Intuively, humans are thus Turing complete (even though, to prove this, you need a formal model of the human), that is, given enough time and space, a human can compute anything that a Turing machine can. 
Hence, an AGI, defined as an AI with human-level intelligence, needs to be Turing complete, otherwise there would be at least one function that a human can calculate but the AGI cannot, which would not make it as general as a human.
"
How is G(z) related to x in GAN proof?,"
In the proofs for the original GAN paper, it is written:
$$∫_x p_{data}(x) \log D(x)dx+∫_zp(z)\log(1−D(G(z)))dz
=∫_xp_{data}(x)\log D(x)+p_G(x) \log(1−D(x))dx$$
I've seen some explanations asserting that the following equality is the key to understanding:
$$E_{z∼p_z(z)}log(1−D(G(z)))=E_{x∼p_G(x)}log(1−D(x))$$
which is a consequence of the LOTUS theorem and $x_g = g(z)$. Why is $x_g = g(z)$?
","['neural-networks', 'machine-learning', 'math', 'generative-adversarial-networks', 'proofs']",
Which explainable artificial intelligence techniques are there?,"
Explainable artificial intelligence (XAI) is concerned with the development of techniques that can enhance the interpretability, accountability, and transparency of artificial intelligence and, in particular, machine learning algorithms and models, especially black-box ones, such as artificial neural networks, so that these can also be adopted in areas, like healthcare, where the interpretability and understanding of the results (e.g. classifications) are required.
Which XAI techniques are there?
If there are many, to avoid making this question too broad, you can just provide a few examples (the most famous or effective ones), and, for people interested in more techniques and details, you can also provide one or more references/surveys/books that go into the details of XAI. The idea of this question is that people could easily find one technique that they could study to understand what XAI really is or how it can be approached.
","['reference-request', 'ethics', 'explainable-ai']","
There are a few XAI techniques that are (partially) agnostic to the model to be interpreted

Layer-wise relevance propagation (LRP), introduced in On Pixel-Wise Explanations for Non-Linear Classifier Decisions by Layer-Wise Relevance Propagation (2015)
Local Interpretable Model-agnostic Explanations (LIME), introduced in ""Why Should I Trust You?"" Explaining the Predictions of Any Classifier (2016)
Model Agnostic Contrastive Explanations Method (MACEM), introduced in Model Agnostic Contrastive Explanations for Structured Data (2019)

There are also ML models that are not considered black boxes and that are thus more interpretable than black boxes, such as

linear models (e.g. linear regression)
decision trees
naive Bayes (and, in general, Bayesian networks)

For a more complete list of such techniques and models, have a look at the online book Interpretable Machine Learning: A Guide for Making Black Box Models Explainable, by Christoph Molnar, which attempts to categorise and present the main XAI techniques.
"
Neural Network for Error Prediction of a Physics Model?,"
I have physical model prediction data as well as actual data. From this I can calculate the error of each prediction data point through simple subtraction. I am hoping to train a neural network to be able to assign an error to the input of the physical model.
My current plan is to normalize the error of each data point and assign it as a label to each model input. So the NN would be trained (and validated)on a 1000 data points with the associated error as a label. Once the model is trained I would be able to input one data point and the output of the neural network would be a single class, that is the error. The purpose this would serve would be to tune the physical prediction model. Would this kind of architecture work? If so, would you recommend a feedforward or RNN? Thank you.
",['neural-networks'],
How to make a distinction between item feature and environment feature?,"
My data is stock data with features such as stocks' closing prices.I am curious to know if I can put the economy feature such as 'national interest rate' or 'unemployment rate' besides each stocks' features.
Data:
  Date  Ticker  Open  High  Low  Close  Interest  Unemp. 
  1/1    AMZN    75    78     73   76     0.015     0.03
  1/2    AMZN    76    77     72   72     0.016     0.03
  1/3    AMZN    72    78     76   77     0.013     0.03
  ...    ...     ...   ...    ...  ...    ...       ...
  1/1    AAPL    104   105    102  102    0.015     0.03
  1/2    AAPL    102   107    104  105    0.016     0.03
  1/3    AAPL    105   115    110  111    0.013     0.03
  ...    ...     ...   ...    ...  ...    ...      ...

As you can see from the table above, daily prices of AMZN and AAPL are different but the Interest and Unemployment rates are the same. Can I feed the data to my neural network like the table above?
In other words, can I put the individual stocks' information besides the environment feature such as interest rates?
","['neural-networks', 'deep-learning', 'data-science']","

I am curious to know if I can put the economy feature such as 'national interest rate' or 'unemployment rate' besides each stocks' features.

The variables are macro-econometric and they, in general, seem to have some influence on stocks' prices. This inclusion might as well increase your model's prediction accuracy. You can definitely use them as predictors. As mentioned in comments - Experimentation is the way to go.

Can I feed the data to my neural network like the table above?

In general, you can have any kind of numeric variables as input to a neural network. Things will work out fine. The important thing is the selection of relevant predictor variables that, potentially, have some relationship with the response variable.
"
How do I perform object detection if there is only one type of object?,"
How do I do object detection (or identify the location of an object) if there is only one kind of object, and they are more of less similar size, but the picture does not look like standard scenes (it is detection of drops on a substrate in microscopic images)?  Which software is good for it?
","['deep-learning', 'object-detection']","
The hardest part is image annotation: here the difference between object recognition and object detection becomes important. If you just want to answer the question ""does this image contain object X?"", then you just need to provide as many images that contain object X as possible, together with as many images  that don't contain object X (but are otherwise similar). However if you want to answer the question ""Where exactly object X is located in this image?"" then you will need to manually provide a bounding box for each instance of object X in each image. Obviously, the second scenario is a lot more labor intensive. 
After you've done this part, train either a binary image classifier (typically this will be a convolutional neural network) on your annotated images (split them into train and test partitions), or an object detector (googling ""custom object detection"" produces lots of code examples how to train it (e.g. https://towardsdatascience.com/tutorial-build-an-object-detection-system-using-yolo-9a930513643a start with Step 2B).
"
How does ARKit's Facial Tracking work?,"
iPhone X allows you to look at the TrueDepth camera and reports 52 facial blendshapes like how much your eye is opened, how much your jaw is opened, etc.
If I want to do something similar with other cameras (not TrueDepth), what are my alternative methods? Currently, I just use a simple ConvNet which takes in an image and predict 52 sigmoid values.
What do you think could be the underlying technology behind ARKit Face Tracking?
","['deep-learning', 'convolutional-neural-networks', 'computer-vision', 'facial-recognition']",
What approach should I take to model forecasting problem in machine learning?,"
I have a dataset which contains 4000k rows and 6 columns. The goal is to predict travel time demand of a taxi. I have read many articles regarding how to approach the problem. So, every writer tell his own way. The thing which I have concluded from all my readings is that I have to use multiple algorithms and check the accuracy of each one. Then I can ensemble them by averaging or any other approach.
Which algorithms will be best for my problem accuracy-wise? Some links to code will be helpful for me.
I currently only have training set of data. After I work on it, it will be evaluated on any testing set by my professor. So, what should I do now? Either split data I have into my own testing and training set or separately generate dummy data as a testing set?
","['machine-learning', 'models', 'forecasting']","
In general, this type of problem is called a regression problem since the target variable (i.e. travel time) can take any value in a continuous domain. In theory, you can use any regression algorithms (a subset supervised learning techniques) to solve this problem. Some of the most popular ones are linear regression, K-nearest neighbor (regressor), and neural networks.
As you observed already, different algorithms result in (sometimes significantly) different results. Also, the parameter configurations (e.g., number of hidden layers in Neural Networks) can make a big difference. Sometimes, ensembling different models can be helpful, but in general, you should try to avoid overfitting (when your model is more complex than your data such that it memorizes the training set instead of learning it!). That may result in a very good performance on your training set but perform very poorly on your professor's testing set.
What I would do is:

exploring the dataset to see what are the contributing factor in travel time (any correlation between the columns).
cleaning and preprocessing my dataset (duplicates, null values, outliers)
reshaping my dataset if needed (normalizing some columns, merging or splitting columns)
dividing my dataset to training and evaluation subsets (so I train on one part and test on the other part to avoid overfitting)
choosing a simple baseline, applying and measuring the accuracy metrics.
trying to fine tune parameters of my baseline or trying other more advanced techniques.
comparing the results and improving any part of the pipeline when necessary (more/less cleaning, parameter tuning, ensembling).

"
Why are we using all hyperparameters in RL? [closed],"







Closed. This question needs to be more focused. It is not currently accepting answers.
                                
                            











Want to improve this question? Update the question so it focuses on one problem only by editing this post.


Closed 1 year ago.







                        Improve this question
                    



I am new in RL and I am trying to understand why do we need all these hyperparameters.
Can somebody explain me why we use them and what are the best values to use for them?

total_episodes = 50000        # Total episodes
total_test_episodes = 100     # Total test episodes
max_steps = 99                # Max steps per episode
learning_rate = 0.7           # Learning rate
gamma = 0.618                 # Discounting rate
Exploration parameters
epsilon = 1.0                 # Exploration rate
max_epsilon = 1.0             # Exploration probability at start
min_epsilon = 0.01            # Minimum exploration probability
decay_rate = 0.01             # Exponential decay rate

I am currently working on taxi_v2 problem from GYM.
Link: https://learndatasci.com/tutorials/reinforcement-q-learning-scratch-python-openai-gym/
","['machine-learning', 'reinforcement-learning', 'deep-rl']",
Why feeding the correct output as input during training of seq2seq models?,"
I've read about seq2seq for time-series and it seemed really promising, but, when I went to implement it, all the tutorials I've found use the correct output as input to the decoder phase during training, instead of using the actual prediction made by the cell before it. Is there a reason why not do the latter?
I've been using the tutorial from here
But all the other tutorials that I've found followed the same principle.
","['deep-learning', 'time-series', 'sequence-modeling', 'seq2seq', 'teacher-forcing']","
The reason why you would use the ground truth as input to the decoder is to lean the testing distribution. From what I've seen so far, most of the papers are using scheduled sampling (Bengio et al.). Meaning that you will introduce a new term $p$, which will be the probability of the network to feed as input its own prediction. Initially, $p$ will be very small, so that the network will use the ground truth, but later the more iterations pass by, the probability will decrease and the network will start using its own predictions.
"
Deep Q-Network (DQN) to learn the game 2048,"
I am trying to build a Deep Q-Network (DQN) agent that can learn to play the game 2048. I am orientating myself on other programs and articles that are based on the game snake and it worked well (specifically this one).
As input state, I am only using the grid with the tiles as numpy array, and as a reward, I use (newScore-oldScore-1) to penalize moves that do not give any points at all. I know that this might not be optimal, as one might as well reward staying alive for as long as possible, but it should be okay for the first step, right? Nevertheless, I am not getting any good results whatsoever.
I've tried to tweak the model layout, the number of neurons and layers, optimizer, gamma, learning rates, rewards, etc.. I also tried ending the game after 5 moves and to optimize just for those first five moves but no matter what I do, I don't get any noticeable improvement. I've run it for thousands of games and it just doesn't get better. In fact, sometimes I get worse results than a completely random algorithm, as sometimes it just returns the same output for any input and gets stuck.
So, my question is, if I am doing anything fundamentally wrong? Do I just have a small stupid mistake somewhere? Is this the wrong approach completely? (I know the game could probably be solved pretty easily without AI, but it seemed like a little fun project) 
My Jupyter notebook can be seen here Github. Sorry for the poor code quality, I'm still a beginner and I know I need to start making documentation even for fun little projects...
Thank you in advance,
Drukob
edit:
some code snippets:
Input is formatted as a 1,16 numpy array, also tried normalizing the values or using only 1 and 0 for occupied and empty cells, but that did not help either. Which is why I assumed it's maybe more of a conceptual problem?
    def get_board(self):
        grid = self.driver.execute_script(""return myGM.grid.cells;"")
        mygrid = []
        for line in grid:
            a = [x['value'] if x != None else 0 for x in line]
            #a = [1 if x != None else 0 for x in line]
            mygrid.append(a)
        return np.array(mygrid).reshape(1,16)

The output is an index of {0,3}, representing the actions up, down, left or right and it's just the value with the highes prediction score.
prediction = agent.model.predict(old_state)
predicted_move = np.argmax(prediction)

I've tried a lot of different model architectures, but settled for a simpler network now, as I have read that unnecessary complex structures are often a problem and unneeded. However, I couldn't find any reliable source for a method, how to get the optimal layout except for experimenting, so I'd be happy to have some more suggestions there.
model = models.Sequential()
        model.add(Dense(16, activation='relu', input_dim=16))
        #model.add(Dropout(0.15))
        #model.add(Dense(50, activation='relu'))
        #model.add(Dropout(0.15))
        model.add(Dense(20, activation='relu'))
        #model.add(Dropout(0.15))
        #model.add(Dense(30, input_dim=16, activation='relu'))
        #model.add(Dropout(0.15))
        #model.add(Dense(30, activation='relu'))
        #model.add(Dropout(0.15))
        #model.add(Dense(8, activation='relu'))
        #model.add(Dropout(0.15))
        model.add(Dense(4, activation='linear'))
        opt = Adam(lr=self.learning_rate)
        model.compile(loss='mse', optimizer=opt)

","['python', 'game-ai', 'dqn', 'deep-rl']",
